time,latitude,longitude,depth,mag,,
2020-04-13T06:44:27.177Z,3.7378,125.3828,44.83,5,,
2020-04-13T01:42:51.814Z,48.2328,154.3318,46.85,5,,
2020-04-12T17:45:20.304Z,-33.0285,89.1037,10,4.5,,
2020-04-12T15:49:40.900Z,-60.9669,-23.947,10,4.8,,
2020-04-12T13:28:31.005Z,-19.2494,-172.661,10,4.7,,
2020-04-12T13:11:51.635Z,41.735,141.9682,46.3,4.6,,
2020-04-12T12:47:45.711Z,-4.229,152.0275,10,4.8,,
2020-04-12T12:31:13.698Z,7.3954,-77.1263,47.51,4.8,,
2020-04-12T12:25:10.152Z,-4.211,151.9344,10,5.1,,
2020-04-12T11:36:40.880Z,24.0188,122.2244,38.27,4.6,,
2020-04-12T11:33:18.170Z,-5.3645,152.5643,19.75,5,,
2020-04-12T11:22:34.577Z,17.8508,145.7301,186.6,4.6,,
2020-04-12T06:57:47.719Z,-36.9637,77.4459,10,6.1,,
2020-04-12T06:50:10.657Z,-19.7498,-172.7118,10,4.5,,
2020-04-12T03:27:54.632Z,-6.6694,130.4918,86.84,4.5,,
2020-04-12T02:41:46.006Z,6.7502,-72.9651,163.67,4.6,,
2020-04-12T02:23:13.223Z,38.4642,44.3085,10,4.6,,
2020-04-12T01:26:16.298Z,-5.4227,146.8352,35,4.5,,
2020-04-12T00:46:19.693Z,-40.1581,78.3041,10,5.4,,
2020-04-12T00:07:48.173Z,-40.3296,78.3668,10,5.3,,
2020-04-11T22:33:45.704Z,-24.2993,-176.5348,50.14,5,,
2020-04-11T21:24:31.237Z,-19.3189,-172.7632,10,4.5,,
2020-04-11T20:33:06.638Z,-19.3561,-172.7827,13.85,4.6,,
2020-04-11T20:26:33.851Z,28.1012,142.6458,18.18,4.7,,
2020-04-11T20:23:46.754Z,2.3949,127.2288,92.19,4.9,,
2020-04-11T19:59:32.949Z,-19.5226,-172.7821,10,4.8,,
2020-04-11T18:22:42.026Z,-19.3965,-173.1764,31.04,5.2,,
2020-04-11T16:22:50.940Z,38.0421667,-118.758,8.94,4.57,,
2020-04-11T15:44:47.876Z,36.214,140.0096,58.13,4.8,,
