time,mag,latitude,longitude,depth,,
2020-05-11T19:58:58.230Z,2.5,34.267,-117.1776667,5.81,,
2020-05-11T19:53:01.026Z,2.3,55.8876,-149.3027,10,,
2020-05-11T19:50:08.035Z,0.9,65.2867,-157.1432,15.7,,
2020-05-11T19:49:38.660Z,2.07,44.2941667,-115.0126667,7.25,,
2020-05-11T19:47:45.770Z,2.03,19.1975002,-155.4446716,34.78,,
2020-05-11T19:45:11.839Z,0.79,36.4585,-96.784,0,,
2020-05-11T19:43:49.058Z,1.5,66.718,-158.6098,0,,
2020-05-11T19:41:51.380Z,1.68,18.8543333,-155.2343333,9.9,,
2020-05-11T19:37:41.460Z,2.19,18.850666,-155.2386627,9.8,,
2020-05-11T19:32:31.694Z,2,60.3622,-147.7557,15.2,,
2020-05-11T19:28:32.410Z,1.97,18.857666,-155.2206726,10.3,,
2020-05-11T19:21:10.970Z,2.28,18.8508339,-155.2248383,10.14,,
2020-05-11T19:15:00.100Z,1.7,42.171,-125.2186667,4.01,,
2020-05-11T19:12:38.295Z,0.5,39.5281,-120.3428,5.9,,
2020-05-11T19:03:16.170Z,1.27,33.8141667,-117.4861667,0.98,,
2020-05-11T19:02:21.590Z,1.23,46.0121667,-112.4673333,-2,,
2020-05-11T18:58:04.732Z,1.6,61.4099,-152.2255,0,,
2020-05-11T18:55:56.030Z,1,34.0146667,-117.2031667,4.51,,
2020-05-11T18:53:59.515Z,0.1,38.1427,-118.6092,4.7,,
2020-05-11T18:52:52.230Z,2.17,47.36366667,-117.871,-0.5,,
2020-05-11T18:46:32.300Z,0.65,38.7854996,-122.7375031,1.84,,
2020-05-11T18:42:38.056Z,1.6,58.9246,-152.3213,59.4,,
2020-05-11T18:41:37.736Z,1,67.144,-145.0142,15.6,,
2020-05-11T18:39:06.158Z,1.8,67.102,-145.0747,0,,
2020-05-11T18:32:38.001Z,1.2,65.3393,-157.0645,18.3,,
2020-05-11T18:32:17.580Z,1.18,33.019,-116.0195,7.82,,
2020-05-11T18:32:04.240Z,1.66,18.8761667,-155.236,10.28,,
2020-05-11T18:31:02.040Z,1.36,33.0176667,-116.0125,7.48,,
2020-05-11T18:28:28.090Z,2.21,38.7836685,-122.7386703,-0.85,,
2020-05-11T18:27:37.910Z,1.67,35.0273333,-117.6733333,1.33,,
2020-05-11T18:17:44.540Z,0.54,38.8103333,-122.7973328,3.28,,
2020-05-11T18:16:06.700Z,1.62,46.9773333,-114.1758333,11.72,,
2020-05-11T18:14:38.326Z,1.1,62.5514,-149.7082,4.8,,
2020-05-11T18:11:46.040Z,1.93,19.1941662,-155.4445038,35.2,,
2020-05-11T18:10:20.780Z,1.9,33.6401667,-116.715,12.84,,
2020-05-11T18:09:06.525Z,1.9,59.9202,-139.4184,0.3,,
2020-05-11T18:03:52.340Z,1.62,46.9818333,-114.1706667,10.89,,
2020-05-11T18:00:56.050Z,1.46,46.9761667,-114.181,12.98,,
2020-05-11T17:59:05.700Z,1.66,18.8695,-155.2343333,10.02,,
2020-05-11T17:56:53.380Z,0.76,33.5065,-116.4866667,12.35,,
2020-05-11T17:56:39.660Z,1.25,35.9451667,-117.3576667,2.3,,
2020-05-11T17:49:11.430Z,2.19,19.2166672,-155.4073334,31.02,,
2020-05-11T17:37:47.560Z,1.66,18.8636667,-155.24,9.29,,
2020-05-11T17:29:59.760Z,1.82,19.2191658,-155.3988342,30.93,,
2020-05-11T17:09:23.185Z,1.1,59.212,-152.435,63.7,,
2020-05-11T17:08:43.920Z,1.9,62.4855,-148.194,35.7,,
2020-05-11T17:06:04.660Z,1.19,33.017,-116.007,7.55,,
2020-05-11T17:05:03.200Z,0.57,38.8134995,-122.791832,3.37,,
2020-05-11T17:04:15.746Z,1.9,69.1757,-144.6187,6.8,,
2020-05-11T17:03:23.770Z,1,38.803833,-122.8156662,2.34,,
2020-05-11T17:00:31.227Z,1.9,59.7816,-153.1675,97.9,,
